namapemda,provinsi,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,20223833920.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,115000000.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,6263627137.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,217568632091.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,262194931865.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,6024732600.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,24054154145.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,54175472968.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,118423906212.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,4300578000.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1668676431.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,399045200.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,96930956100.0
Kab. Sumba Barat,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,22294527945.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,34713550000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,3109735240.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,12700000000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,55365200000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1052204342000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,44524867000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,14133323150.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,488173609991.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,355766420843.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,8893754269.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1340800000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,47725321571.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,54720246270.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,114937356789.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,217398360.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,5000000000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3782328600.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,199306678500.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,73612897803.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,10000000000.0
Kab. Sumba Timur,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,500000000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,13954088417.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,6556736441.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,8364059728.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,42851523287.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1445614771000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,34382733222.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,38273591126.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,693083915673.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,329020556618.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,12527573179.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2100000000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,66603798138.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,103124625998.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,46819780615.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,63875000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,4000000000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,326653378000.0
Kab. Timor Tengah Selatan,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,6000000000.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,15271170782.26
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,4418686525.9
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,11250092653.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,29060050039.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,979119457500.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,23519953510.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,24267564000.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,484899931647.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,303329712101.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,2912020000.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,815000000.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,23832145211.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,9108448235.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,71917682906.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,6818102045.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,18809829287.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,203977418400.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,44513314822.0
Kab. Timor Tengah Utara,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,5000000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,120320000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,56951000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,13764982758.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,19024999997.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,862978654000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,66540306336.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,3500000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,13452400000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,570035700518.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,400341211373.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,23093970000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,4633863800.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,4300000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,26389093002.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,46026304600.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,56831801670.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,6202839100.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,15000000000.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,11322440972.0
Kota Kupang,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,15000000000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,11885649300.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,7972986400.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,6500000000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,2244399925.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,829891241000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,21134791410.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,6802200000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,352674810347.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,220579674659.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,17623968000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,582500000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,36443323872.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,39070663762.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,81266725000.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,1599692500.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,5764969525.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1985868570.0
Kab. Rote Ndao,Provinsi Nusa Tenggara Timur,Bali & Nusra,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,151339071800.0
